REGION,COUNCIL,WARD,SCHOOL NAME,SCHOOL OWNERSHIP,SCHOOL REG. NUMBER,< 12 years-M,< 12 years-F,12 years-M,12 years-F,13 years-M,13 years-F,14 years-M,14 years-F,15 years-M,15 years-F,16 years-M,16 years-F,17 years-M,17 years-F,18 years-M,18 years-F,19 years-M,19 years-F,> 19 years-M,> 19 years-F,Total-M,Total-F,Total Teachers-Male,Total Teachers-Female,Qualified Teachers-Male,Qualified Teachers-Female,PTR,PQTR
MBEYA,RUNGWE,ISONGOLE,ISONGOLE,GOVERNMENT,S.1254,0,0,0,2,8,18,37,38,62,56,62,69,91,77,47,30,85,10,242,2,634,302,34,18,33,18,18,18
MBEYA,RUNGWE,ISONGOLE,MPOROTO,NON-GOVERNMENT,S.470,0,0,4,6,15,28,13,24,16,31,20,23,43,64,33,41,16,19,7,0,167,236,16,10,16,10,16,16
MBEYA,RUNGWE,KINYALA,KINYALA,GOVERNMENT,S.675,0,0,0,5,42,55,94,126,126,153,123,90,82,48,21,6,5,1,3,0,496,484,29,7,29,7,27,27
MBEYA,RUNGWE,KINYALA,LUBALA,NON-GOVERNMENT,S.1808,0,0,0,1,6,12,25,22,38,41,44,37,54,28,59,44,66,52,36,18,328,255,22,6,22,5,21,22
MBEYA,RUNGWE,KISIBA,KISIBA,GOVERNMENT,S.2247,0,0,0,0,23,21,36,46,45,36,31,27,26,37,15,13,13,10,3,2,192,192,17,3,17,3,19,19
MBEYA,RUNGWE,KISONDELA,KISONDELA,GOVERNMENT,S.1239,0,0,0,0,11,28,58,77,55,97,55,76,51,53,19,11,9,3,0,0,258,345,28,6,28,6,18,18
MBEYA,RUNGWE,KISONDELA,LUTENGANO,NON-GOVERNMENT,S.201,0,0,0,0,1,2,3,4,6,11,11,13,10,12,10,11,29,8,11,11,81,72,20,4,20,4,6,6
MBEYA,RUNGWE,KISONDELA,ST. JOSEPH ALLAMANO,NON-GOVERNMENT,S.5043,0,1,0,0,2,1,3,3,6,2,0,,0,0,0,0,0,0,0,0,11,7,5,3,5,3,2,2
MBEYA,RUNGWE,KIWIRA,KIPOKE,NON-GOVERNMENT,S.271,0,0,0,0,1,0,5,7,7,9,1,0,30,42,59,76,62,51,53,47,218,232,12,2,11,2,32,35
MBEYA,RUNGWE,KIWIRA,KIWIRA,GOVERNMENT,S.1363,0,0,0,0,21,34,71,108,85,127,92,91,60,52,12,16,4,1,0,0,345,429,28,17,28,17,17,17
MBEYA,RUNGWE,KIWIRA,MPANDAPANDA,GOVERNMENT,S.4338,0,0,2,15,51,70,69,112,80,112,111,124,108,80,28,20,19,2,0,0,468,535,27,24,27,24,20,20
MBEYA,RUNGWE,KIWIRA,RUNGWE,GOVERNMENT,S.53,0,0,0,0,0,0,0,0,0,0,0,,2,0,23,0,197,0,645,0,867,0,30,7,30,7,23,23
MBEYA,RUNGWE,KIWIRA,UKUKWE,GOVERNMENT,S.1238,0,0,0,0,24,40,28,48,68,63,67,35,25,30,24,11,8,1,0,0,244,228,26,12,26,12,12,12
MBEYA,RUNGWE,KYIMO,GREENWOOD,NON-GOVERNMENT,S.5090,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,3,2,3,2,1,1
MBEYA,RUNGWE,KYIMO,KYIMO,GOVERNMENT,S.3183,0,0,0,1,15,36,46,94,76,74,69,89,58,64,16,15,21,0,0,0,301,373,23,24,22,24,14,15
MBEYA,RUNGWE,LUFINGO,LUFINGO,GOVERNMENT,S.2278,0,0,0,0,5,4,44,71,50,46,23,53,30,51,16,14,9,13,0,2,177,254,14,12,14,12,17,17
MBEYA,RUNGWE,MAKANDANA,KIGUGU,GOVERNMENT,S.2248,0,0,2,1,7,19,25,37,46,52,40,42,33,25,8,14,10,8,4,1,175,199,21,9,21,9,12,12
MBEYA,RUNGWE,MAKANDANA,NDEMBELA,NON-GOVERNMENT,S.219,0,0,0,0,0,0,0,2,0,1,0,,0,0,0,0,0,0,0,0,0,3,5,1,5,1,1,1
MBEYA,RUNGWE,MALINDO,IBUNGILA,NON-GOVERNMENT,S.894,0,0,0,0,2,2,4,4,7,13,9,14,37,47,10,13,26,39,25,12,120,144,13,2,13,2,18,18
MBEYA,RUNGWE,MALINDO,KAPUGI,GOVERNMENT,S.2252,0,0,0,0,3,5,28,24,23,32,33,49,33,62,12,12,5,0,0,0,137,184,20,9,20,9,11,11
MBEYA,RUNGWE,MASEBE,KALENGO,GOVERNMENT,S.4988,0,0,0,0,4,10,4,24,19,29,13,21,13,16,8,2,2,0,0,0,63,102,8,2,8,2,17,17
MBEYA,RUNGWE,MASOKO,MASOKO,GOVERNMENT,S.1252,0,0,0,0,0,0,25,42,34,60,39,36,26,35,17,20,4,5,0,0,145,198,21,2,21,2,15,15
MBEYA,RUNGWE,MASUKULU,MASUKULU,GOVERNMENT,S.3184,0,0,0,0,4,2,19,23,39,35,36,35,34,37,9,21,12,1,0,0,153,154,16,8,16,8,13,13
MBEYA,RUNGWE,MATWEBE,KIMAMMPE,GOVERNMENT,S.4150,0,0,0,0,0,3,15,19,11,15,14,22,24,11,7,5,5,3,1,0,77,78,13,4,13,4,9,9
MBEYA,RUNGWE,MPUGUSO,MPUGUSO,GOVERNMENT,S.1255,0,0,0,0,31,69,121,111,125,152,101,115,68,74,34,13,5,1,0,0,485,535,36,19,36,19,19,19
MBEYA,RUNGWE,NDANTO,NDANTO,GOVERNMENT,S.5078,0,0,0,1,17,30,62,91,63,63,36,13,4,4,2,0,1,0,0,0,185,202,12,3,12,3,26,26
MBEYA,RUNGWE,NKUNGA,NKUNGA,GOVERNMENT,S.1644,0,0,5,10,22,67,55,74,66,66,60,96,33,55,17,22,3,0,0,0,261,390,23,5,23,5,23,23
MBEYA,RUNGWE,SUMA,SUMA,GOVERNMENT,S.2253,0,0,0,1,5,11,9,18,24,32,24,24,24,35,10,14,11,7,3,3,110,145,46,8,46,8,5,5
MBEYA,RUNGWE,SWAYA,ZIWA NGOSI,GOVERNMENT,S.4252,0,0,0,1,2,4,18,18,18,28,16,16,25,23,17,4,0,4,0,1,96,99,17,5,17,5,9,9
MOROGORO,GAIRO,CHAGONGWE,CHAGONGWE,GOVERNMENT,S.4993,0,0,0,0,0,0,0,5,13,17,25,22,27,22,5,7,4,2,2,0,76,75,7,2,7,2,17,17
MOROGORO,GAIRO,CHANJALE,CHANJALE,GOVERNMENT,S.4992,0,0,0,0,1,2,14,14,19,43,24,38,20,15,5,3,2,3,1,0,86,118,8,3,8,3,19,19
MOROGORO,GAIRO,GAIRO,GAIRO,GOVERNMENT,S.552,0,0,1,8,40,59,88,109,68,67,29,31,39,51,16,20,5,60,0,78,286,483,22,9,22,9,25,25
MOROGORO,GAIRO,ITALAGWE,IYOGWE,GOVERNMENT,S.2889,0,0,0,0,0,0,35,49,36,74,40,51,33,41,24,14,10,0,0,0,178,229,12,4,12,4,25,25
MOROGORO,GAIRO,KIBEDYA,KIBEDYA,GOVERNMENT,S.2202,0,0,6,4,54,25,30,70,11,40,27,102,35,88,50,31,7,7,4,4,224,371,22,6,22,6,21,21
MOROGORO,GAIRO,MADEGE,CHAKWALE,GOVERNMENT,S.1661,0,0,0,0,7,8,99,120,58,127,78,160,58,60,42,31,12,4,9,1,363,511,14,8,14,8,40,40
MOROGORO,GAIRO,MAGOWEKO,A.M. SHABIBY,GOVERNMENT,S.3828,0,0,0,0,9,30,31,70,89,104,102,120,81,98,28,32,5,3,0,0,345,457,11,14,11,14,32,32
MOROGORO,GAIRO,MANDEGE,NJUNGWA,GOVERNMENT,S.4320,0,0,0,0,6,2,11,24,11,19,17,21,10,16,11,2,2,0,0,0,68,84,8,3,8,3,14,14
MOROGORO,GAIRO,MSINGISI,MAJEMBWE,GOVERNMENT,S.4935,0,0,0,0,2,14,23,48,29,66,37,32,25,24,18,8,3,0,0,1,137,193,9,6,9,6,22,22
MOROGORO,GAIRO,NONGWE,NONGWE,GOVERNMENT,S.1815,0,0,0,0,1,7,16,28,25,35,17,33,17,23,16,12,8,3,2,0,102,141,11,3,11,3,17,17
MOROGORO,GAIRO,RUBEHO,RUBEHO,GOVERNMENT,S.2893,0,0,0,0,0,12,31,68,40,95,82,114,66,56,34,16,4,3,0,0,257,364,15,11,15,11,24,24
MOROGORO,GAIRO,UKWAMANI,SEKWAO,GOVERNMENT,S.2201,0,0,0,0,1,12,38,63,84,132,100,124,79,95,45,27,3,0,0,0,350,453,10,13,10,13,35,35
MOROGORO,IFAKARA TC,IFAKARA,BENIGNIS GIRLS,NON-GOVERNMENT,S.4800,0,0,0,11,0,45,0,69,0,93,0,67,0,35,0,7,0,1,0,3,0,331,16,6,15,6,15,16
MOROGORO,IFAKARA TC,IFAKARA,KILOMBERO,GOVERNMENT,S.249,0,0,0,0,6,14,51,67,105,126,117,115,73,82,69,51,50,21,16,7,487,483,17,18,17,18,28,28
MOROGORO,IFAKARA TC,KIBAONI,KIBAONI,GOVERNMENT,S.2901,0,1,0,1,5,15,51,77,105,155,129,181,150,140,79,48,60,12,22,4,601,634,21,26,21,26,26,26
MOROGORO,IFAKARA TC,KIBAONI,KINGCOLLINS,NON-GOVERNMENT,S.4867,0,0,0,4,5,9,14,11,11,15,15,19,20,13,5,4,0,0,1,0,71,75,22,0,12,0,7,12
MOROGORO,IFAKARA TC,KIBAONI,MWALA,NON-GOVERNMENT,S.5036,0,0,0,0,0,0,0,3,3,3,7,3,2,0,0,0,4,0,3,0,19,9,4,4,4,4,4,4
MOROGORO,IFAKARA TC,KIBAONI,PREISWERK,NON-GOVERNMENT,S.5092,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,1,5,1,1,1
MOROGORO,IFAKARA TC,KIBAONI,QUEEN MARY'S,NON-GOVERNMENT,S.4343,0,0,3,2,7,12,4,8,13,15,13,13,11,4,4,4,3,2,0,0,58,60,8,2,7,2,12,13
MOROGORO,IFAKARA TC,KIBAONI,ST. RAPHAEL,NON-GOVERNMENT,S.5061,0,0,0,1,5,5,7,7,8,5,4,5,3,1,0,0,2,0,0,0,29,24,5,2,5,2,8,8
MOROGORO,IFAKARA TC,LIPANGALALA,KIYONGWILE,GOVERNMENT,S.1982,0,0,0,5,9,14,96,126,131,201,122,106,82,60,50,22,15,10,4,4,509,548,15,20,13,20,30,32
MOROGORO,IFAKARA TC,LUMEMO,MLEKIA WINNERS,NON-GOVERNMENT,S.4820,0,0,0,0,0,0,1,0,11,20,12,28,4,22,26,22,23,25,0,0,77,117,4,1,4,1,39,39
MOROGORO,IFAKARA TC,MBASA,BRAVO,NON-GOVERNMENT,S.2394,0,0,0,0,5,3,17,11,29,30,51,46,43,30,33,33,24,20,18,17,220,190,16,4,16,4,21,21
MOROGORO,IFAKARA TC,MBASA,CIRKET,NON-GOVERNMENT,S.4799,0,0,0,0,0,0,4,7,11,28,33,20,20,20,7,8,3,0,0,0,78,83,12,2,11,2,12,12
MOROGORO,IFAKARA TC,MICHENGA,IFAKARA,GOVERNMENT,S.158,0,0,0,0,0,0,0,0,0,0,0,,0,19,0,113,0,198,0,321,0,651,22,14,22,14,18,18
MOROGORO,IFAKARA TC,MICHENGA,LUMEMO,GOVERNMENT,S.2900,0,0,0,0,0,5,33,73,75,93,91,101,88,67,28,15,13,5,0,0,328,359,25,12,25,12,19,19
MOROGORO,IFAKARA TC,MLABANI,MLABANI,GOVERNMENT,S.3708,0,0,0,0,4,12,53,82,109,115,134,133,116,118,70,45,29,21,4,2,519,528,24,14,24,14,28,28
MOROGORO,IFAKARA TC,VIWANJASITINI,KWASHUNGU,GOVERNMENT,S.3281,0,0,0,2,5,22,76,117,122,125,86,82,83,55,36,18,13,5,3,0,424,426,14,18,14,18,27,27
MOROGORO,IFAKARA TC,VIWANJASITINI,TECHFORT,NON-GOVERNMENT,S.1813,0,0,0,0,1,1,6,12,10,4,4,19,14,21,14,16,21,15,37,18,107,106,12,1,9,1,16,21
MOROGORO,KILOMBERO,CHISANO,CHISANO,GOVERNMENT,S.2903,0,0,0,0,2,4,21,15,35,53,40,41,27,32,34,33,11,1,3,1,173,180,15,5,15,5,18,18
MOROGORO,KILOMBERO,CHITA,CHITA,GOVERNMENT,S.1984,0,0,0,12,15,10,160,130,137,143,55,66,58,55,12,5,3,1,0,0,440,422,20,8,20,8,31,31
MOROGORO,KILOMBERO,IDETE,MATUNDU HILL,GOVERNMENT,S.1985,0,0,0,0,2,0,30,24,65,95,81,65,56,43,55,10,7,3,9,1,305,241,16,10,16,10,21,21
MOROGORO,KILOMBERO,IGIMA,MBINGU,GOVERNMENT,S.2347,0,0,0,0,3,17,41,108,123,161,149,136,117,100,38,24,37,6,4,0,512,552,23,6,23,6,37,37
MOROGORO,KILOMBERO,KALENGAKELO,KAOZYA,NON-GOVERNMENT,S.4913,0,0,0,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,3,4,4,4,4,2,1,1
MOROGORO,KILOMBERO,KAMWENE,KAMWENE,GOVERNMENT,S.2896,0,0,0,0,3,12,33,36,73,59,80,57,51,30,34,32,3,2,2,0,279,228,18,6,18,6,21,21
MOROGORO,KILOMBERO,KAMWENE,KILAMSA,NON-GOVERNMENT,S.4826,0,0,0,0,2,1,8,13,20,24,36,37,32,53,31,43,28,12,0,0,157,183,20,2,20,2,15,15
MOROGORO,KILOMBERO,KAMWENE,MLIMBA GIRLS,NON-GOVERNMENT,S.1053,0,0,0,0,0,17,0,28,0,22,0,25,0,19,0,39,0,14,0,9,0,173,12,0,12,0,14,14
MOROGORO,KILOMBERO,KIBEREGE,KIBEREGE,GOVERNMENT,S.1705,0,0,0,0,10,10,129,186,106,80,42,60,34,11,3,5,0,0,0,0,324,352,13,12,13,12,27,27
MOROGORO,KILOMBERO,KIDATU,CANE GROWERS,GOVERNMENT,S.2906,0,0,0,0,18,34,75,57,84,65,42,30,18,24,23,7,6,1,1,0,267,218,10,15,10,15,19,19
MOROGORO,KILOMBERO,KIDATU,MALECELA,NON-GOVERNMENT,S.498,0,0,0,0,1,18,19,22,32,34,35,19,26,36,23,25,22,15,2,2,160,171,16,3,16,3,17,17
MOROGORO,KILOMBERO,KIDATU,NYANDEO,GOVERNMENT,S.1981,0,0,0,0,19,26,59,56,70,101,73,95,48,41,41,54,26,3,0,0,336,376,22,21,22,21,17,17
MOROGORO,KILOMBERO,KISAWASAWA,KISAWASAWA,GOVERNMENT,S.2899,0,0,0,0,1,1,42,45,60,58,51,62,29,21,11,8,5,0,0,0,199,195,15,5,15,5,20,20
MOROGORO,KILOMBERO,MANG'ULA,BOKELA,GOVERNMENT,S.2905,0,0,0,0,4,22,51,45,78,107,91,109,83,47,50,27,29,26,5,10,391,393,19,10,19,10,27,27
MOROGORO,KILOMBERO,MASAGATI,MASAGATI,GOVERNMENT,S.4572,0,0,0,0,5,7,8,13,34,34,29,49,41,18,17,12,8,1,1,0,143,134,12,1,12,1,21,21
MOROGORO,KILOMBERO,MASAGATI,TAITA,NON-GOVERNMENT,S.4811,0,0,0,0,1,2,1,3,3,12,4,14,7,19,18,21,10,6,23,6,67,83,8,2,6,2,15,19
MOROGORO,KILOMBERO,MBINGU,ST. MARTIN'S GIRLS',NON-GOVERNMENT,S.4131,0,0,0,2,0,13,0,45,0,53,0,43,0,38,0,15,0,0,0,6,0,215,10,3,10,3,17,17
MOROGORO,KILOMBERO,MCHOMBE,NAKAGURU,GOVERNMENT,S.1134,0,0,0,7,15,35,50,117,78,89,95,74,86,40,48,21,29,7,5,2,406,392,22,4,22,4,31,31
MOROGORO,KILOMBERO,MKULA,MWANIHANA,GOVERNMENT,S.3280,0,0,0,0,2,4,18,39,57,87,60,62,63,61,39,18,32,5,9,1,280,277,14,6,14,6,28,28
MOROGORO,KILOMBERO,MKULA,SOLE,NON-GOVERNMENT,S.1680,0,0,0,1,0,6,5,5,11,7,17,16,13,19,7,6,8,7,4,0,65,67,6,7,5,7,10,11
MOROGORO,KILOMBERO,MLIMBA,KELLU HILL,NON-GOVERNMENT,S.3523,0,0,0,0,0,0,1,10,1,9,11,24,29,17,16,6,2,6,2,1,62,73,8,2,7,2,14,15
MOROGORO,KILOMBERO,MLIMBA,MLIMBA DAY,GOVERNMENT,S.1006,0,0,0,2,15,29,87,121,102,140,145,160,97,76,40,16,13,6,2,0,501,550,23,11,23,11,31,31
MOROGORO,KILOMBERO,MLIMBA,TREE FARM,GOVERNMENT,S.2904,0,0,0,0,2,6,15,18,46,40,24,50,41,44,22,30,21,11,6,3,177,202,17,5,17,5,17,17
MOROGORO,KILOMBERO,MNGETA,KIBURUBUTU,GOVERNMENT,S.3709,0,0,3,4,5,4,14,20,37,38,76,102,37,22,19,12,9,4,1,0,201,206,15,6,15,6,19,19
MOROGORO,KILOMBERO,MNGETA,MCHOMBE,GOVERNMENT,S.1983,0,0,0,0,2,7,26,31,32,44,39,42,44,21,18,8,7,0,1,0,169,153,17,3,17,3,16,16
MOROGORO,KILOMBERO,MOFU,MOFU,GOVERNMENT,S.2902,0,0,0,0,0,4,9,11,41,52,66,53,54,41,14,4,17,2,4,0,205,167,18,2,18,2,19,19
MOROGORO,KILOMBERO,MSOLWA STATION,NYANGE,GOVERNMENT,S.2897,0,0,0,0,2,13,24,44,75,99,96,91,80,52,31,12,10,1,1,0,319,312,17,14,17,14,20,20
MOROGORO,KILOMBERO,MWAYA,MANG'ULA,GOVERNMENT,S.720,0,0,0,1,9,6,46,97,143,173,202,201,143,128,86,49,42,18,4,0,675,673,23,19,23,19,32,32
MOROGORO,KILOMBERO,MWAYA,MT. UDZUNGWA,NON-GOVERNMENT,S.1803,1,0,0,0,0,0,0,2,1,4,2,6,6,6,5,6,2,2,6,2,23,28,4,2,4,2,9,9
MOROGORO,KILOMBERO,SANJE,COMPASSION,NON-GOVERNMENT,S.4458,0,0,0,0,4,11,24,36,37,29,31,24,31,17,14,8,7,1,4,0,152,126,10,5,9,5,19,20
MOROGORO,KILOMBERO,SANJE,KIDATU,GOVERNMENT,S.805,0,0,0,0,8,12,25,37,31,71,53,59,53,37,50,8,9,6,2,0,231,230,15,14,15,14,16,16
MOROGORO,KILOMBERO,SANJE,SANJE,GOVERNMENT,S.2898,0,0,0,0,2,14,17,38,31,45,57,35,32,38,21,4,5,1,0,0,165,175,17,4,17,4,16,16
MOROGORO,KILOMBERO,SIGNAL,SIGNAL,GOVERNMENT,S.3707,0,0,0,0,11,9,30,30,47,59,62,39,27,23,26,12,3,2,0,0,206,174,12,10,12,10,17,17
MOROGORO,KILOMBERO,UCHINDILE,UCHINDILE,GOVERNMENT,S.3710,0,0,0,1,6,9,14,18,19,21,10,12,9,6,10,2,1,0,0,0,69,69,9,3,9,3,12,12
MOROGORO,KILOMBERO,UTENGULE,MUTENGA,GOVERNMENT,S.1986,0,0,0,1,7,9,14,46,39,40,51,25,26,15,16,6,13,2,1,1,167,145,12,3,12,3,21,21
MOROGORO,KILOSA,BEREGA,MGUGU,GOVERNMENT,S.960,0,0,0,1,0,15,0,53,0,98,0,88,0,76,0,23,0,5,0,2,0,361,12,7,12,7,19,19
MOROGORO,KILOSA,CHANZURU,CHANZURU,GOVERNMENT,S.2338,0,2,19,1,10,18,46,87,59,54,45,65,39,34,15,10,1,5,0,0,234,276,16,5,16,5,24,24
MOROGORO,KILOSA,DUMILA,DUMILA,GOVERNMENT,S.579,3,11,18,46,72,35,44,153,107,102,109,174,83,85,31,83,34,53,4,2,505,744,28,23,28,23,24,24
MOROGORO,KILOSA,KASIKI,DENDEGO,GOVERNMENT,S.4319,0,0,2,3,6,17,13,36,27,27,31,33,25,24,7,3,4,0,0,0,115,143,10,7,10,7,15,15
MOROGORO,KILOSA,KIDETE,KIDETE,GOVERNMENT,S.4316,0,0,0,0,0,2,12,20,24,21,25,17,22,11,9,3,0,1,0,0,92,75,5,1,5,1,28,28
MOROGORO,KILOSA,KIDODI,IWEMBA,GOVERNMENT,S.1659,0,0,0,0,0,7,42,42,44,61,69,66,48,59,23,27,8,7,4,0,238,269,18,9,18,9,19,19
MOROGORO,KILOSA,KILANGALI,KILANGALI,GOVERNMENT,S.3831,0,0,0,0,0,0,14,20,25,29,32,35,22,10,14,13,6,3,8,1,121,111,12,3,12,3,15,15
MOROGORO,KILOSA,KIMAMBA A,KIMAMBA,GOVERNMENT,S.580,0,0,0,0,3,4,36,62,60,44,44,60,30,45,16,14,14,15,73,74,276,318,21,9,21,9,20,20
MOROGORO,KILOSA,KIMAMBA B,MKULO,GOVERNMENT,S.4321,0,0,0,0,5,7,31,40,33,41,49,69,54,43,28,6,3,0,2,0,205,206,15,7,15,7,19,19
MOROGORO,KILOSA,KISANGA,KISANGA,GOVERNMENT,S.2890,0,0,0,0,5,19,30,52,66,53,47,73,37,52,17,13,6,0,1,0,209,262,17,5,15,4,21,25
MOROGORO,KILOSA,KISANGA,MSOLWA ST. GASPARE BERTONI,NON-GOVERNMENT,S.531,0,2,22,7,56,20,62,29,54,34,56,41,72,40,32,21,2,3,0,0,356,197,28,7,27,7,16,16
MOROGORO,KILOSA,KITETE,KITETE,GOVERNMENT,S.4333,0,0,0,0,14,13,26,31,60,81,37,35,48,41,32,23,16,10,15,2,248,236,18,6,18,6,20,20
MOROGORO,KILOSA,LUMBIJI,LUMBIJI,GOVERNMENT,S.4318,0,0,0,0,0,0,3,14,13,21,8,6,8,7,4,3,3,2,1,0,40,53,6,0,6,0,16,16
MOROGORO,KILOSA,LUMUMA,LUMUMA,GOVERNMENT,S.2200,0,0,1,3,19,12,22,41,29,29,19,27,17,13,4,9,3,0,3,0,117,134,9,0,9,0,28,28
MOROGORO,KILOSA,MABULA,MABULA,GOVERNMENT,S.2891,0,0,0,0,8,12,38,46,35,32,29,29,22,35,9,4,6,4,0,0,147,162,7,1,7,1,39,39
MOROGORO,KILOSA,MABWEREBWERE,MABWEREBWERE,GOVERNMENT,S.1664,0,0,0,0,2,5,13,29,34,36,38,32,31,45,10,12,2,1,2,4,132,164,11,2,11,2,23,23
MOROGORO,KILOSA,MABWEREBWERE,MKONO WA MARA,NON-GOVERNMENT,S.443,0,0,0,0,0,5,9,2,2,5,23,18,4,4,0,4,0,0,0,0,38,38,8,0,8,0,10,10
MOROGORO,KILOSA,MAGOLE,MAGOLE,GOVERNMENT,S.2892,0,0,0,0,1,7,31,59,72,153,108,127,95,113,66,33,34,11,4,2,411,505,22,16,22,16,24,24
MOROGORO,KILOSA,MAGOMENI,KUTUKUTU,GOVERNMENT,S.1660,0,0,0,0,14,2,53,67,67,47,88,59,59,77,18,44,13,9,10,6,322,311,12,13,12,13,25,25
MOROGORO,KILOSA,MAGUBIKE,MAGUBIKE,GOVERNMENT,S.2340,0,0,0,0,0,2,18,29,64,70,67,37,26,17,10,12,1,0,0,0,186,167,14,3,14,3,21,21
MOROGORO,KILOSA,MALOLO,CARMEL,NON-GOVERNMENT,S.2535,0,0,20,10,36,10,26,14,45,28,15,3,16,9,14,2,4,1,0,0,176,77,10,6,10,6,16,16
MOROGORO,KILOSA,MALOLO,MWEGA,GOVERNMENT,S.2199,0,0,0,0,5,2,14,36,28,32,22,24,15,33,8,6,3,0,1,0,96,133,10,2,10,2,19,19
MOROGORO,KILOSA,MAMBOYA,MAMBOYA,GOVERNMENT,S.3830,0,0,0,0,2,13,16,9,9,7,6,6,4,7,0,0,0,0,0,0,37,42,11,0,11,0,7,7
MOROGORO,KILOSA,MASANZE,MASANZE,GOVERNMENT,S.1227,0,0,0,0,2,10,19,29,17,17,28,42,29,28,16,8,1,0,1,0,113,134,8,4,8,4,21,21
MOROGORO,KILOSA,MBIGIRI,DAKAWA,GOVERNMENT,S.451,0,0,0,0,0,0,0,0,0,0,0,,0,8,0,29,0,113,0,273,0,423,22,13,22,13,12,12
MOROGORO,KILOSA,MBUMI,MBUMI,GOVERNMENT,S.4334,0,0,0,0,1,2,14,12,18,19,29,28,27,24,15,12,7,0,3,0,114,97,12,6,12,6,12,12
MOROGORO,KILOSA,MIKUMI,MIKUMI,GOVERNMENT,S.581,0,0,1,1,32,49,95,144,165,167,131,107,75,81,65,54,16,8,0,0,580,611,13,18,13,18,38,38
MOROGORO,KILOSA,MKWATANI,MAZINYUNGU,GOVERNMENT,S.355,0,0,1,0,13,21,63,96,104,130,94,112,78,87,36,33,26,4,16,9,431,492,14,17,14,17,30,30
MOROGORO,KILOSA,MSOWERO,MSOWERO,GOVERNMENT,S.2339,0,0,0,0,0,4,17,44,42,85,58,78,77,38,41,19,9,7,1,0,245,275,14,5,14,5,27,27
MOROGORO,KILOSA,MTUMBATU,MTUMBATU,GOVERNMENT,S.3829,0,0,0,0,2,14,48,74,51,58,27,35,27,30,8,8,3,2,0,0,166,221,9,5,9,5,28,28
MOROGORO,KILOSA,MVUMI,GONGWE,GOVERNMENT,S.2204,0,0,1,1,6,17,51,102,44,45,73,46,44,37,14,13,8,0,0,0,241,261,15,9,15,9,21,21
MOROGORO,KILOSA,PARAKUYO,PARAKUYO,GOVERNMENT,S.2203,0,0,0,0,2,3,16,22,37,36,36,36,22,24,12,21,13,4,3,1,141,147,6,4,6,4,29,29
MOROGORO,KILOSA,RUAHA,KIDODI,GOVERNMENT,S.1336,0,0,0,0,22,25,113,131,173,184,122,143,85,97,65,22,15,14,2,4,597,620,18,21,18,21,31,31
MOROGORO,KILOSA,RUAHA,LYAHIRA,GOVERNMENT,S.4919,0,0,0,0,20,3,47,65,80,62,41,30,18,18,7,4,3,2,0,0,216,184,16,3,16,3,21,21
MOROGORO,KILOSA,RUDEWA,BETTY MITCHEL,NON-GOVERNMENT,S.1795,0,0,0,0,0,0,0,3,2,4,0,,2,2,3,2,3,1,0,0,10,12,4,1,4,1,4,4
MOROGORO,KILOSA,RUDEWA,KILOSA,GOVERNMENT,S.156,0,0,0,0,11,0,105,0,96,0,116,0,175,0,141,0,124,0,130,0,898,0,36,9,36,9,20,20
MOROGORO,KILOSA,RUDEWA,RUDEWA,GOVERNMENT,S.2895,0,0,0,0,50,40,80,72,44,61,43,45,57,34,21,34,19,10,3,1,317,297,14,8,14,8,28,28
MOROGORO,KILOSA,RUHEMBE,RUHEMBE,GOVERNMENT,S.2894,0,0,0,0,0,12,28,40,68,38,75,58,67,43,15,10,9,5,0,0,262,206,13,5,13,5,26,26
MOROGORO,KILOSA,TINDIGA,MATI,GOVERNMENT,S.3347,0,0,0,0,0,0,3,10,11,28,28,34,25,31,19,9,5,1,2,0,93,113,13,1,13,1,15,15
MOROGORO,KILOSA,ULAYA,UKWIVA,GOVERNMENT,S.1663,0,0,0,0,1,13,30,37,41,43,54,30,34,21,14,8,7,2,2,0,183,154,7,4,7,4,31,31
MOROGORO,KILOSA,ULELING'OMBE,ULELING'OMBE,GOVERNMENT,S.4335,0,0,0,0,1,3,5,6,11,15,12,12,11,3,1,3,1,0,0,0,42,42,6,0,6,0,14,14
MOROGORO,KILOSA,VIDUNDA,VIDUNDA,GOVERNMENT,S.4317,0,0,0,0,10,13,18,30,9,29,9,18,10,10,2,7,1,2,0,0,59,109,11,1,11,1,14,14
MOROGORO,KILOSA,ZOMBO,ZOMBO,GOVERNMENT,S.1662,0,0,0,0,6,8,24,40,46,40,42,38,32,31,12,3,1,0,0,0,163,160,5,6,5,6,29,29
MOROGORO,MALINYI,BIRO,BIRO,GOVERNMENT,S.3352,0,0,0,0,0,2,6,6,18,20,25,31,23,23,22,16,14,5,4,2,112,105,8,0,8,0,27,27
MOROGORO,MALINYI,IGAWA,IGAWA,GOVERNMENT,S.2888,0,0,0,0,0,2,8,15,34,37,51,75,49,53,54,33,41,14,11,5,248,234,13,4,13,4,28,28
